,name,affiliations,email,website,interests,thumbnail
302,Claudia Husseneder,Unknown affiliation,Verified email at agcenter.lsu.edu,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
303,Sylvain Bourgoin,Laval,Verified email at crchudequebec.ulaval.ca,http://www.crchudequebec.ulaval.ca/recherche/chercheurs/4615,"[{'title': 'Inflammation - Arthritis - Signalling -Neutrophils', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:inflammation_arthritis_signalling_neutrophils', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ainflammation_arthritis_signalling_neutrophils'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=vUuHguoAAAAJ&citpid=3
304,David Baker,University of Washington,Verified email at uw.edu,http://ipd.uw.edu/,"[{'title': 'Protein Design', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:protein_design', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aprotein_design'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=UKqIqRsAAAAJ&citpid=4
305,Margarida Casal,"CBMA (Centro de Biologia Molecular e Ambiental), Departamento de Biologia, Universidade do Minho",Verified email at bio.uminho.pt,,"[{'title': 'Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiology'}, {'title': 'Genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenetics'}, {'title': 'Molecular Biotechnology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_biotechnology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_biotechnology'}, {'title': 'Membrane transport', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:membrane_transport', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amembrane_transport'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=02W9yO4GjtsC&citpid=4
306,Arunas Stirke,Center for Physical Sciences and Technology,Verified email at ftmc.lt,,"[{'title': 'Bioelectrics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioelectrics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioelectrics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=CUU-H2AAAAAJ&citpid=3
307,Celia Ferreira,Lecturer in Analytical Biochemistry,Verified email at leeds.ac.uk,https://scholar.google.com/citations?user=kqgDXBtQQy4C&hl=pt-BR&citsig=AMstHGQ2F-2mqe0Xir9nHZJuYOtMy-LwiQ,"[{'title': 'Bioengineering', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioengineering', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioengineering'}, {'title': 'Metaboloc engineering', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:metaboloc_engineering', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ametaboloc_engineering'}, {'title': 'Molecular Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_biology'}, {'title': 'Biotechnology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biotechnology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiotechnology'}, {'title': 'Biomedicine', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biomedicine', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiomedicine'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
308,Sonia Silva,Minho University,Verified email at deb.uminho.pt,,"[{'title': 'Clinical Microbiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:clinical_microbiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aclinical_microbiology'}, {'title': 'Candida virulence factors', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:candida_virulence_factors', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acandida_virulence_factors'}, {'title': 'Antisense therapy', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:antisense_therapy', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aantisense_therapy'}, {'title': 'Transcriptomic and proteomic approaches', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:transcriptomic_and_proteomic_approaches', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atranscriptomic_and_proteomic_approaches'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3MXPJcQAAAAJ&citpid=2
309,Jian Huang,Professor of College of Life Sciences,Verified email at whu.edu.cn,http://www.bio.whu.edu.cn/News_reads.asp?cid=174&id=1522,"[{'title': 'Estrogen', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:estrogen', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aestrogen'}, {'title': 'AD', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:ad', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aad'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=flgaPCwAAAAJ&citpid=2
310,Barry McCleary,"Director, FiberCarb Consultants",Verified email at megazyme.com,,"[{'title': 'Biochemistry', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biochemistry', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiochemistry'}, {'title': 'Carbohydrate chemistry', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:carbohydrate_chemistry', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acarbohydrate_chemistry'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=CjMXZxAAAAAJ&citpid=3
311,Brett Dallas Hill,University of Michigan,Verified email at umich.edu,,"[{'title': 'Vaccines', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:vaccines', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Avaccines'}, {'title': 'systems biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:systems_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asystems_biology'}, {'title': 'immunology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:immunology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aimmunology'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
312,Prabhu Ponnandy,University of Michigan,Verified email at umich.edu,,"[{'title': 'Protein Engineering', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:protein_engineering', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aprotein_engineering'}, {'title': 'Human Genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:human_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Ahuman_genetics'}, {'title': 'Structural biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:structural_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Astructural_biology'}, {'title': 'Protein Assembly', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:protein_assembly', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aprotein_assembly'}, {'title': 'MASLD', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:masld', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amasld'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IAZHa4IAAAAJ&citpid=7
313,Fei Wen,"Associate Professor of Chemical Engineering, University of Michigan",Verified email at umich.edu,http://cheresearch.engin.umich.edu/wen/index.html,"[{'title': 'Biotechnology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biotechnology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiotechnology'}, {'title': 'Vaccine', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:vaccine', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Avaccine'}, {'title': 'Immunotherapy', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:immunotherapy', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aimmunotherapy'}, {'title': 'Biocatalysis', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biocatalysis', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiocatalysis'}, {'title': 'CyTOF', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cytof', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acytof'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Aj7qfhIAAAAJ&citpid=2
314,Renato Chavez,Chile,Verified email at usach.cl,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
315,Finn Lillelund Aachmann,"Department of Biotechnology and Food Science, Norwegian University of Science and Technology (NTNU)",Verified email at ntnu.no,https://folk.ntnu.no/aachmann/,"[{'title': 'Structural biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:structural_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Astructural_biology'}, {'title': 'Biopolymers', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biopolymers', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiopolymers'}, {'title': 'NMR', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:nmr', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Anmr'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PtpIAJsAAAAJ&citpid=2
316,Bjørge Westereng,Norwegian university of life sciences,Verified email at nmbu.no,,"[{'title': 'Carbohydrates', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:carbohydrates', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acarbohydrates'}, {'title': 'Biochemistry', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biochemistry', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiochemistry'}, {'title': 'Exopolysaccharides', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:exopolysaccharides', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aexopolysaccharides'}, {'title': 'LPMOs', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:lpmos', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Alpmos'}, {'title': 'Prebiotics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:prebiotics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aprebiotics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=WSNGL4sAAAAJ&citpid=3
317,Luigimaria Borruso,Free University of Bozen/Bolzano,Verified email at unibz.it,,"[{'title': 'Microbiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobiology'}, {'title': 'Ecology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:ecology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aecology'}, {'title': 'Molecular Ecology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_ecology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_ecology'}, {'title': 'eDNA', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:edna', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aedna'}, {'title': 'Fungal Ecology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:fungal_ecology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Afungal_ecology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ifNJPJEAAAAJ&citpid=1
318,ALICE CHECCUCCI,"Junior Researcher (RTDa), DAGRI Unifi",Verified email at unifi.it,https://www.unifi.it/p-doc2-0-0-A-3f2b3b2932302a.html,"[{'title': 'plant and microbial genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:plant_and_microbial_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aplant_and_microbial_genetics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3kC52ykAAAAJ&citpid=1
319,Valeria Torti,Department of Life Sciences and Systems Biology,Verified email at unito.it,https://www.dbios.unito.it/do/home.pl,"[{'title': 'conservation biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:conservation_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aconservation_biology'}, {'title': 'primatology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:primatology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aprimatology'}, {'title': 'bioacoustics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioacoustics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioacoustics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EwV8VkYAAAAJ&citpid=2
320,Federico Correa,University of Bologna,Verified email at unibo.it,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
321,Bomba Dam,Assistant Professor,Verified email at visvabharati.ac.in,http://www.visvabharati.ac.in/BombaDam.html,"[{'title': 'Microbiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobiology'}, {'title': 'Molecular Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_biology'}, {'title': 'Omics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:omics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aomics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_BQqP0IAAAAJ&citpid=2
322,Hans Rudolf Lehrach,Max Planck Institut für Molekulare Genetik,Verified email at molgen.mpg.de,https://www.molgen.mpg.de/4070897/hans-lehrach,"[{'title': 'genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenetics'}, {'title': 'genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'systems biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:systems_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asystems_biology'}, {'title': 'personalised medicine', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:personalised_medicine', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apersonalised_medicine'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
323,Liang Cao,National Cancer Institute,Verified email at mail.nih.gov,,"[{'title': 'Cancer', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cancer', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acancer'}, {'title': 'drug development', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:drug_development', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adrug_development'}, {'title': 'biomarker', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biomarker', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiomarker'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
324,Lucia Blasco,Instituto de Investigación Biomédica de A Coruña (INIBIC),Verified email at sergas.es,,"[{'title': 'Microbiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobiology'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
325,Ushasree Mrudulakumari Vasudevan,Postdoctoral Researcher,Verified email at khu.ac.kr,https://sites.google.com/prod/view/nanobio-engineering-lab/members?authuser=0,"[{'title': 'Enzyme', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:enzyme', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aenzyme'}, {'title': 'Bioconversion', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioconversion', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioconversion'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mf83ycQAAAAJ&citpid=2
326,Ashok Pandey,"CSIR-Indian Institute of Toxicology Research, Lucknow-226001, India",Verified email at iitr.res.in,,"[{'title': 'Bioprocesses and Products Development', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioprocesses_and_products_development', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioprocesses_and_products_development'}, {'title': 'Biofuels', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biofuels', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiofuels'}, {'title': 'Industrial Enzymes', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:industrial_enzymes', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aindustrial_enzymes'}, {'title': 'Biopolymers', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biopolymers', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiopolymers'}, {'title': 'Organic Acids', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:organic_acids', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aorganic_acids'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VlnbGhIAAAAJ&citpid=9
327,Dr. Navin D. Dandi,"School of Life Sciences, Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",Verified email at nmu.ac.in,http://www.nmu.ac.in/Portals/12/CV_Mr.Navin%20Dandi.pdf,"[{'title': 'Microbial Technology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbial_technology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobial_technology'}, {'title': 'Environmental Biotechnology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:environmental_biotechnology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aenvironmental_biotechnology'}, {'title': 'Bioremediation', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioremediation', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioremediation'}, {'title': 'Bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioinformatics'}, {'title': 'PGPR', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:pgpr', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apgpr'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Hb9baNsAAAAJ&citpid=3
328,fernanda hamet,Ayudante diplomado Microbiologia; Universidad Nacional de La Plata,Verified email at biol.unlp.edu.ar,http://www.exactas.unlp.edu.ar/,"[{'title': 'Microbiologia', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbiologia', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobiologia'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
329,Alejandra Londero,"Facultad de ciencias agrarias y forestales, UNLP.",Verified email at agro.unlp.edu.ar,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
330,Micaela Medrano,CONICET UNLP,Verified email at biol.unlp.edu.ar,,"[{'title': 'microbiologia', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbiologia', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobiologia'}, {'title': 'prebioticos', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:prebioticos', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aprebioticos'}, {'title': 'cancer de colon', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cancer_de_colon', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acancer_de_colon'}, {'title': 'butirato', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:butirato', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abutirato'}, {'title': 'Roseburia', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:roseburia', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aroseburia'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
331,SCA Chen,University of Sydney,Verified email at health.nsw.gov.au,https://www.sydney.edu.au/medicine-health/about/our-people/academic-staff/sharon-chen.html,"[{'title': 'microbiology and mycology and bacteriology and virology and mycobacteria and fungi and cryptococcus', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:microbiology_and_mycology_and_bacteriology_and_virology_and_mycobacteria_and_fungi_and_cryptococcus', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amicrobiology_and_mycology_and_bacteriology_and_virology_and_mycobacteria_and_fungi_and_cryptococcus'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eQlG1O8AAAAJ&citpid=1
332,Zixu Wang,PhD Candidate,Verified email at vu.nl,,"[{'title': 'Molecular biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_biology'}, {'title': 'MERFISH', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:merfish', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amerfish'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
333,Thomas Dirk Visser,Delft University of Technology,Verified email at tudelft.nl,https://www.tudelft.nl/tnw/over-faculteit/afdelingen/biotechnology/research-sections/industrial-microbiology/rinke-van-tatenhove-pel-group/people,"[{'title': 'Molecular biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_biology'}, {'title': 'Biotechnology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biotechnology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiotechnology'}, {'title': 'Bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioinformatics'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
